schema_version,dataset,dataset_display_name,protocol,repeat_seed,n_train,n_val,n_test,test_used_for_selection,config_path,pse_commit,vega_sr_reference_commit,started_at_unix,method,best_expr,runtime_sec,search_budget_sec,candidate_count,valid_candidate_count,selection_metric,selected_validation_reward,pse_complexity,gpu_peak_allocated_gib,gpu_peak_reserved_gib,expr_complexity,expr_depth,expr_string_length,expr_sympy_ops,train_mse,train_rmse,train_nmse,train_nrmse,train_mae,train_r2,val_mse,val_rmse,val_nmse,val_nrmse,val_mae,val_r2,test_mse,test_rmse,test_nmse,test_nrmse,test_mae,test_r2,pse_discovery_half_mse,status,finished_at_unix,result_source,case_json,configured_timeout_grace_sec,hard_timeout_sec,total_wall_sec,postprocessing_overrun,pse_full_data_mse,eval_profile,method_mode,no_leakage_mode,no_leakage_audit,best_expr_source,task_type,dataset_dir,difficulty,base_name,true_expression,n_features,valid_formula_found,num_candidate_exprs,raw_exprs,best_val_mse,best_test_mse,passed,perfect_fit,num_plots,plot_descriptions,visual_hints,image_paths,residual_summary,physics_summary,mm_proposal_stats,mm_requested,mm_trigger_reason,mm_assets_attempted,mm_assets_succeeded,mm_assets_error,mm_candidate_count,mm_used_in_evaluation,visual_trace,reconstruction_tokens,reconstruction_trace,reconstruction_image_paths,text_proposal_stats,initial_formula_form_eval,initial_best_form_match_score,vlm_formula_form_eval,vlm_best_form_match_score,meta_decisions,refine_history,refine_improvement_count,diverse_proposal_count,manual_candidate_count,protected_candidate_count,memory_candidate_count,experience_candidate_count,heuristic_candidate_count,datadriven_candidate_count,generic_candidate_count,structural_planner_candidate_count,extrapolation_ols_candidate_count,extrapolation_ols_trace,surface_analytic_candidate_count,surface_analytic_trace,surface_grid_candidate_count,surface_grid_trace,surface_stable_candidate_count,surface_stable_trace,constructed_extrapolation_candidate_count,constructed_extrapolation_trace,proposal_source_stats,merged_candidate_count,experience_prior,memory_prior,guidance_prior,experience_rerank,refine_round_expr_counts,refine_round_timings,step_times_json,iteration_config,early_stop_reason,time_budget_sec,time_budget_hit,agent_trace,judge_feedback_history,proposal_history,evaluation_history,validation_search_threshold,validation_search_success,validation_search_censored,evaluations_to_validation_success,unique_evaluations_to_validation_success,validation_search_observed_evaluations,total_candidate_evaluations,total_unique_candidate_evaluations,first_validation_success_stage,first_validation_success_expression,first_validation_success_val_r2,meta_plan_history,error,vlm_observer_trace,vlm_observer_used,vlm_observer_error,structure_profile,visual_summary,expression_evaluations,evaluations_per_sec,selection_reason,selected_val_r2,selected_train_r2,selected_on_validation_pareto_front,pipeline_best_expr_before_pse_aligned_selection,pse_aligned_domain_prior,pse_aligned_selection_metric,pse_aligned_selection_candidates,vega_sr_budget_config,llm_seed_policy,llm_repeat_seed,llm_seed_audit,allowed_operators,best_train_mse,numerical_complete_fit,perfect_fit_by_r2,early_stop_train_fit,metric_eval_error,strict_formula_recovery,strict_formula_recovery_evaluable,srbench_formula_recovery,srbench_formula_recovery_evaluable,selected_expression_uses_allowed_operators,baseline_source,baseline_hyperparameters,native_validation_selection,native_metrics,test_prediction_valid,test_prediction_failure,generated_specification,normalization,search_timed_out_at_budget
1,emps,EMPS electromechanical positioning system,pse_half_chronological,0,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786593597.2178304,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,105.29316520690918,90.0,6.0,6.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786593706.6381302,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_0.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,1,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786593708.267364,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,104.47869873046875,90.0,5.0,5.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786593816.7918086,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_1.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,10,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786594716.2135463,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,112.30074667930603,90.0,8.0,8.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786594832.5523572,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_10.json,30.0,600.0,116.33881092071533,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,11,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786594834.1432786,pse,0.117936*x0 - 4.017468*x1 + 0.354172*x2 + 0.017524,98.47588443756104,90.0,8.0,8.0,validation_reward_eta_0.99,0.8663545281547885,6.0,28.6865553855896,36.521484375,11,2,44,6,0.008358533354660394,0.09142501492841221,0.04794264534935765,0.21895809039484623,0.0732378257578051,0.9520573546506423,0.007519428835350509,0.08671464025959232,0.052424091211120905,0.22896307827053886,0.06174852471079133,0.9475759087888791,0.00968200993472976,0.09839720491319741,0.05406897415798942,0.23252736217053988,0.08158797391916138,0.9459310258420106,0.008190712450798419,ok,1786594936.4742298,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_11.json,30.0,600.0,102.33095121383667,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,12,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786594938.226389,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,90.73984003067017,90.0,6.0,6.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786595033.0131965,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_12.json,30.0,600.0,94.78680753707886,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,13,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786595034.5931,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,96.729163646698,90.0,7.0,7.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786595135.1651738,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_13.json,30.0,600.0,100.57207369804382,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,14,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786595136.6932487,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,94.53798508644104,90.0,7.0,7.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786595235.21072,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_14.json,30.0,600.0,98.51747131347656,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,15,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786595236.6887994,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,102.30381059646606,90.0,8.0,8.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786595343.04955,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_15.json,30.0,600.0,106.36075067520142,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,16,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786596263.8566957,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,107.54512524604797,90.0,6.0,6.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786596375.1803927,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_16.json,30.0,600.0,111.32369709014893,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,emps,EMPS electromechanical positioning system,pse_half_chronological,17,4000,1000,5001,False,<REPO_ROOT>/pse_realworld_vega_sr.yaml,7105caba63e754150dd3b160443984456ec99cd7,8187fd36d56092f0f0c8c31b16362989a6c61374,1786595465.3462582,pse,0.118*x0 - 4.022*x1 + 0.354*x2 + 0.018,95.74640369415283,90.0,7.0,7.0,validation_reward_eta_0.99,0.8665655298343395,6.0,28.6865553855896,36.521484375,11,2,32,6,0.008359073115255519,0.09142796681134016,0.04794574129330949,0.21896515999882146,0.07316536309540174,0.9520542587066905,0.0074736083884284436,0.08645003405683796,0.05210463938288045,0.22826440673675003,0.06191365801395562,0.9478953606171195,0.009672637601086047,0.09834956838281522,0.054016634564351504,0.2324147899001944,0.08144749780187911,0.9459833654356485,0.008181980169890104,ok,1786595565.0844123,primary,<REPO_ROOT>/results/pse_realworld_validation/cases/pse/emps/seed_17.json,30.0,600.0,99.73815417289734,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
